Name;Date of Birth;Type of Parliamentarian;Riding/Senatorial Division;Province/Territory;Gender;Political Affiliation
Thacker, Blaine Allen;1941-01-10;"MP (1988/11/21 - 1993/10/24)
MP (1979/05/22 - 1988/11/20)";"Lethbridge (1988/11/21 - 1993/10/24)
Lethbridge--Foothills (1979/05/22 - 1988/11/20)";"Alberta
Alberta";M;Progressive Conservative Party (1979/05/22 - 1993/10/24)
Thériault, L. Norbert;1921-02-15;Senator (1979/03/26 - 1996/02/16);Baie-du-Vin (1979/03/26 - 1996/02/16);New Brunswick;M;Liberal Party of Canada (1979/03/26 - 1996/02/16)
Thompson, Andrew;1924-12-13;Senator (1967/04/06 - 1998/03/23);Dovercourt (1967/04/06 - 1998/03/23);Ontario;M;"Independent (1997/11/20 - 1998/03/23)
Liberal Party of Canada (1967/04/06 - 1997/11/19)"
Thompson, Gregory Francis;1947-03-27;"MP (2004/09/01 - 2011/05/01)
MP (2004/06/28 - 2004/08/31)
MP (1998/06/18 - 2004/06/27)
MP (1997/06/02 - 1998/06/17)
MP (1988/11/21 - 1993/10/24)";"New Brunswick Southwest (2004/09/01 - 2011/05/01)
St. Croix--Belleisle (2004/06/28 - 2004/08/31)
New Brunswick Southwest (1998/06/18 - 2004/06/27)
Charlotte (1997/06/02 - 1998/06/17)
Carleton--Charlotte (1988/11/21 - 1993/10/24)";"New Brunswick
New Brunswick
New Brunswick
New Brunswick
New Brunswick";M;"Conservative Party of Canada (2004/02/02 - 2011/05/01)
Progressive Conservative Party (1997/06/02 - 2004/02/01)
Progressive Conservative Party (1988/11/21 - 1993/10/24)"
Thorkelson, Scott Jon;1958-03-01;MP (1988/11/21 - 1993/10/24);Edmonton--Strathcona (1988/11/21 - 1993/10/24);Alberta;M;Progressive Conservative Party (1988/11/21 - 1993/10/24)
Tkachuk, David;1945-02-17;Senator (1993/06/08 - 2020/02/17);Saskatchewan (1993/06/08 - 2020/02/17);Saskatchewan;M;"Conservative Party of Canada (2004/02/02 - )
Progressive Conservative Party (1993/06/08 - 2004/02/01)"
Tobin, Brian Vincent;1954-10-20;"MP (2000/11/27 - 2002/01/25)
MP (1988/11/21 - 1996/01/25)
MP (1980/02/18 - 1988/11/20)";"Bonavista--Trinity--Conception (2000/11/27 - 2002/01/25)
Humber--St. Barbe--Baie Verte (1988/11/21 - 1996/01/25)
Humber--Port au Port--St. Barbe (1980/02/18 - 1988/11/20)";"Newfoundland and Labrador
Newfoundland and Labrador
Newfoundland and Labrador";M;"Liberal Party of Canada (2000/11/27 - 2002/01/25)
Liberal Party of Canada (1980/02/18 - 1996/01/25)"
Tremblay, Arthur Julien;1917-06-17;Senator (1979/09/27 - 1992/06/18);The Laurentides (1979/09/27 - 1992/06/18);Quebec;M;Progressive Conservative Party (1979/09/27 - 1992/06/18)
Tremblay, Benoît;1948-03-15;MP (1988/11/21 - 1997/06/01);Rosemont (1988/11/21 - 1997/06/01);Quebec;M;"Bloc Québécois (1990/12/20 - 1997/06/01)
Independent (1990/06/26 - 1990/12/19)
Progressive Conservative Party (1988/11/21 - 1990/06/25)"
Tremblay, Marcel R.;1943-03-29;MP (1984/09/04 - 1993/10/24);Québec-Est (1984/09/04 - 1993/10/24);Quebec;M;Progressive Conservative Party (1984/09/04 - 1993/10/24)
Tremblay, Maurice;1944-04-22;MP (1984/09/04 - 1993/10/24);Lotbinière (1984/09/04 - 1993/10/24);Quebec;M;Progressive Conservative Party (1984/09/04 - 1993/10/24)
Turner, Charles Robert;1916-03-23;"MP (1968/06/25 - 1984/07/08)
Senator (1984/07/09 - 1991/03/24)";"London (1984/07/09 - 1991/03/24)
London East (1968/06/25 - 1984/07/08)";"Ontario
Ontario";M;Liberal Party of Canada (1968/06/25 - 1991/03/24)
Turner, Garth;1949-03-13;"MP (2006/01/23 - 2008/10/13)
MP (1988/11/21 - 1993/10/24)";"Halton (2006/01/23 - 2008/10/13)
Halton--Peel (1988/11/21 - 1993/10/24)";"Ontario
Ontario";M;"Liberal Party of Canada (2007/02/06 - 2008/10/13)
Independent (2006/10/18 - 2007/02/05)
Conservative Party of Canada (2006/01/23 - 2006/10/17)
Progressive Conservative Party (1988/11/21 - 1993/10/24)"
Turner, John Napier;1929-06-06;"MP (1984/09/04 - 1993/10/24)
MP (1968/06/25 - 1976/02/12)
MP (1962/06/18 - 1968/06/24)";"Vancouver Quadra (1984/09/04 - 1993/10/24)
Ottawa--Carleton (1968/06/25 - 1976/02/12)
St. Lawrence--St. George (1962/06/18 - 1968/06/24)";"British Columbia
Ontario
Quebec";M;"Liberal Party of Canada (1984/06/30 - 1993/10/24)
Liberal Party of Canada (1962/06/18 - 1980/02/18)"
Twinn, Walter;1934-03-28;Senator (1990/09/27 - 1997/10/30);Alberta (1990/09/27 - 1997/10/30);Alberta;M;Progressive Conservative Party (1990/09/27 - 1997/10/30)
Valcourt, Bernard;1952-02-17;"MP (2011/05/02 - 2015/10/18)
MP (1984/09/04 - 1993/10/24)";"Madawaska--Restigouche (2011/05/02 - 2015/10/18)
Madawaska--Victoria (1984/09/04 - 1993/10/24)";"New Brunswick
New Brunswick";M;"Conservative Party of Canada (2011/05/02 - 2015/10/18)
Progressive Conservative Party (1984/09/04 - 1993)"
Van De Walle, Walter;1922-07-19;"MP (1988/11/21 - 1993/10/24)
MP (1986/09/29 - 1988/11/20)";"St. Albert (1988/11/21 - 1993/10/24)
Pembina (1986/09/29 - 1988/11/20)";"Alberta
Alberta";M;Progressive Conservative Party (1986/09/29 - 1993/10/24)
Van Roggen, George Clifford;1921-07-21;Senator (1971/11/04 - 1992/06/08);Vancouver-Points Grey (1971/11/04 - 1992/06/08);British Columbia;M;Liberal Party of Canada (1971/11/04 - 1992/06/08)
Vanclief, Lyle;1943-09-18;MP (1988/11/21 - 2004/06/27);Prince Edward--Hastings (1988/11/21 - 2004/06/27);Ontario;M;Liberal Party of Canada (1988/11/21 - 2004/06/27)
Vankoughnet, William John;1943-01-06;"MP (1984/09/04 - 1993/10/24)
MP (1979/05/22 - 1984/09/03)";"Hastings--Frontenac--Lennox and Addington (1984/09/04 - 1993/10/24)
Hastings--Frontenac (1979/05/22 - 1984/09/03)";"Ontario
Ontario";M;Progressive Conservative Party (1979/05/22 - 1993/10/24)
Venne, Pierrette;1945-08-07;"MP (1997/06/02 - 2004/06/27)
MP (1988/11/21 - 1997/06/01)";"Saint-Bruno--Saint-Hubert (1997/06/02 - 2004/06/27)
Saint-Hubert (1988/11/21 - 1997/06/01)";"Quebec
Quebec";F;"Independent Bloc Québécois (2003/02/07 - 2004/06/27)
Bloc Québécois (1991/08/12 - 2003/02/06)
Progressive Conservative Party (1988/11/21 - 1991/08/11)"
Vézina, Monique;1935-07-12;MP (1984/09/04 - 1993/10/24);Rimouski--Témiscouata (1984/09/04 - 1993/10/24);Quebec;F;Progressive Conservative Party (1984/09/04 - 1993/10/24)
Vien, Jacques;1932-03-02;MP (1988/11/21 - 1993/10/24);Laurentides (1988/11/21 - 1993/10/24);Quebec;M;Progressive Conservative Party (1988/11/21 - 1993/10/24)
Vincent, Pierre H.;1955-04-01;MP (1984/09/04 - 1993/10/24);Trois-Rivières (1984/09/04 - 1993/10/24);Quebec;M;Progressive Conservative Party (1984/09/04 - 1993/10/24)
Volpe, Giuseppe (Joseph);1947-09-20;MP (1988/11/21 - 2011/05/01);Eglinton--Lawrence (1988/11/21 - 2011/05/01);Ontario;M;Liberal Party of Canada (1988/11/21 - 2011/05/01)
Waddell, Ian Gardiner;1942-11-20;"MP (1988/11/21 - 1993/10/24)
MP (1979/05/22 - 1988/11/20)";"Port Moody--Coquitlam (1988/11/21 - 1993/10/24)
Vancouver Kingsway (1979/05/22 - 1988/11/20)";"British Columbia
British Columbia";M;New Democratic Party (1979/05/22 - 1993/10/24)
Walker, David;1947-07-31;MP (1988/11/21 - 1997/06/01);Winnipeg North Centre (1988/11/21 - 1997/06/01);Manitoba;M;Liberal Party of Canada (1988/11/21 - 1997/06/01)
Walker, David James;1905-05-09;"MP (1957/06/10 - 1962/06/17)
Senator (1963/02/04 - 1989/09/30)";"Toronto (1963/02/04 - 1989/09/30)
Rosedale (1957/06/10 - 1962/06/17)";"Ontario
Ontario";M;"Progressive Conservative Party (1963/02/04 - 1989/09/30)
Progressive Conservative Party (1957/06/10 - 1962/06/17)"
Wappel, Thomas (Tom) William;1950-02-08;"MP (1997/06/02 - 2008/10/13)
MP (1988/11/21 - 1997/06/01)";"Scarborough Southwest (1997/06/02 - 2008/10/13)
Scarborough West (1988/11/21 - 1997/06/01)";"Ontario
Ontario";M;Liberal Party of Canada (1988/11/21 - 2008/10/14)
Waters, Stanley Charles;1920-06-13;Senator (1990/06/11 - 1991/09/25);Alberta (1990/06/11 - 1991/09/25);Alberta;M;Reform Party of Canada (1990/06/11 - 1991/09/25)
Watt, Charlie;1944-06-28;Senator (1984/01/16 - 2018/03/16);Inkerman (1984/01/16 - 2018/03/16);Quebec;M;Liberal Party of Canada (1984/01/16 - 2018/03/16)
Weiner, Gérard (Gerry);1933-06-25;"MP (1988/11/21 - 1993/10/24)
MP (1984/09/04 - 1988/11/20)";"Pierrefonds--Dollard (1988/11/21 - 1993/10/24)
Dollard (1984/09/04 - 1988/11/20)";"Quebec
Quebec";M;Progressive Conservative Party (1984/09/04 - 1993/10/24)
Wenman, Robert Lloyd;1940-06-18;MP (1974/07/08 - 1993/10/24);Fraser Valley West (1974/07/08 - 1993/10/24);British Columbia;M;Progressive Conservative Party (1974/07/08 - 1993/10/25)
White, Brian;1951-01-16;MP (1984/09/04 - 1993/10/24);Dauphin--Swan River (1984/09/04 - 1993/10/24);Manitoba;M;Progressive Conservative Party (1984/09/04 - 1993/10/24)
Whittaker, John R. (Jack);1944-11-12;MP (1988/11/21 - 1993/10/24);Okanagan--Similkameen--Merritt (1988/11/21 - 1993/10/24);British Columbia;M;New Democratic Party (1988/11/21 - 1993/10/24)
Wilbee, Godfrey Stanley (Stan);1932-05-11;MP (1988/11/21 - 1993/10/24);Delta (1988/11/21 - 1993/10/24);British Columbia;M;Progressive Conservative Party (1988/11/21 - 1993/10/24)
Wilson, Geoff;1941-09-23;"MP (1988/11/21 - 1993/10/24)
MP (1984/09/04 - 1988/11/20)";"Swift Current--Maple Creek--Assiniboia (1988/11/21 - 1993/10/24)
Swift Current--Maple Creek (1984/09/04 - 1988/11/20)";"Saskatchewan
Saskatchewan";M;Progressive Conservative Party (1984/09/04 - 1993/10/24)
Wilson, Michael Holcombe;1937-11-03;MP (1979/05/22 - 1993/10/24);Etobicoke Centre (1979/05/22 - 1993/10/24);Ontario;M;Progressive Conservative Party (1979/05/22 - 1993/10/24)
Winegard, William C.;1924-09-16;"MP (1988/11/21 - 1993/10/24)
MP (1984/09/04 - 1988/11/20)";"Guelph--Wellington (1988/11/21 - 1993/10/24)
Guelph (1984/09/04 - 1988/11/20)";"Ontario
Ontario";M;Progressive Conservative Party (1984/09/04 - 1993/10/24)
Wood, Bob;1940-03-10;MP (1988/11/21 - 2004/06/27);Nipissing (1988/11/21 - 2004/06/27);Ontario;M;Liberal Party of Canada (1988/11/21 - 2004/06/27)
Wood, Dalia;1924-08-20;Senator (1979/03/26 - 1999/01/31);Montarville (1979/03/26 - 1999/01/31);Quebec;F;Liberal Party of Canada (1979/03/26 - 1999/01/31)
Worthy, Dave;1934-09-14;MP (1988/11/21 - 1993/10/24);Cariboo--Chilcotin (1988/11/21 - 1993/10/24);British Columbia;M;Progressive Conservative Party (1988/11/21 - 1993/10/24)
Young, M. Douglas;1940-09-19;"MP (1990/12/19 - 1997/06/01)
MP (1988/11/21 - 1990/12/18)";"Acadie--Bathurst (1990/12/19 - 1997/06/01)
Gloucester (1988/11/21 - 1990/12/18)";"New Brunswick
New Brunswick";M;Liberal Party of Canada (1988/11/21 - 1997/06/01)
Young, Neil;1936-08-27;"MP (1988/11/21 - 1993/10/24)
MP (1980/02/18 - 1988/11/20)";"Beaches--Woodbine (1988/11/21 - 1993/10/24)
Beaches (1980/02/18 - 1988/11/20)";"Ontario
Ontario";M;New Democratic Party (1980/02/18 - 1993/10/24)
